producto,old_price,current_price,url,stock
Legendary - Fear Itself: A Marvel Deck Building Game,,$19.06,https://gamersguildaz.com/products/legendary-dbg-marvel-fear-itself-expansion,No
Legendary - Guardians of the Galaxy: A Marvel Deck Building Game,,$29.50,https://gamersguildaz.com/products/legendary-dbg-marvel-guardians-of-the-galaxy-expansion,No
Legendary - Into the Cosmos: A Marvel Deck Building Game,$39.99,$30.92,https://gamersguildaz.com/products/legendary-dbg-marvel-into-the-cosmos-deluxe-expansion,No
Legendary - Messiah Complex: A Marvel Deck Building Game,$39.99,$30.49,https://gamersguildaz.com/products/marvel-legendary-messiah-complex,No
Legendary - Midnight Sons: A Marvel Deck Building Game,$24.99,$19.06,https://gamersguildaz.com/products/legendary-midnight-sons-a-marvel-deck-building-game,No
Legendary - Noir: A Marvel Deck Building Game,$24.99,$23.98,https://gamersguildaz.com/products/legendary-dbg-marvel-noir-expansion,No
Legendary - Realm of Kings: A Marvel Deck Building Game,$24.99,$19.06,https://gamersguildaz.com/products/legendary-dbg-marvel-realm-of-kings-expansion,No
Legendary - Spider-Man Homecoming: A Marvel Deck Building Game,$24.99,$19.06,https://gamersguildaz.com/products/legendary-dbg-marvel-spider-man-homecoming-expansion,No
Legendary - World War Hulk: A Marvel Deck Building Game,$49.99,$49.96,https://gamersguildaz.com/products/legendary-dbg-marvel-world-war-hulk-expansion,No
Life Of The Amazonia: Upgraded Base Components,$26.00,$22.10,https://gamersguildaz.com/products/life-of-the-amazonia-upgraded-base-components,No
Life Of The Amazonia: Wooden Waterfall Of Life,$30.00,$25.50,https://gamersguildaz.com/products/life-of-the-amazonia-wooden-waterfall-of-life,No
Lilly Van Helsing,$22.99,$18.39,https://gamersguildaz.com/products/lilly-van-helsing,No
Living Planet,$69.99,$45.25,https://gamersguildaz.com/products/living-planet-ludically,No
Lost Ruins of Arnak,$59.95,$37.96,https://gamersguildaz.com/products/lost-ruins-of-arnak,No
Love Letter: Princess Princess Ever After,$21.99,$16.95,https://gamersguildaz.com/products/love-letter-princess-princess-ever-aftter,No
Lunch Money,$19.95,$14.43,https://gamersguildaz.com/products/lunch-money,No
Mage Knight: The Board Game,$80.00,$52.92,https://gamersguildaz.com/products/mage-knight-the-board-game-board-games,No
Mage Wars Arena: Spellbook Pack 3,$15.99,$9.75,https://gamersguildaz.com/products/mage-wars-arena-spellbook-pack-3,No
Mage Wars Arena: Spellbook Pack 4,$15.99,$15.94,https://gamersguildaz.com/products/mage-wars-arena-spellbook-pack-4,No
Magic Maze,,$25.62,https://gamersguildaz.com/products/magic-maze,No
Magic Mountain,,$24.47,https://gamersguildaz.com/products/magic-mountain,No
Manstein's War: Decisions in the West 1940,$49.99,$37.46,https://gamersguildaz.com/products/mansteins-war-decisions-in-the-west-1940,No
Maracaibo,$74.99,$60.18,https://gamersguildaz.com/products/maracaibo,No
Maracaibo: The Uprising Expansion,$49.95,$39.96,https://gamersguildaz.com/products/maracaibo-the-uprising-expansion,No
Mariposas,$49.99,$31.72,https://gamersguildaz.com/products/mariposas,No
Marvel Champions: Hero Pack - Wolverine,$16.99,$16.92,https://gamersguildaz.com/products/marvel-champions-wolverine-hero-pack,No
Marvel Dice Thone Premium Playmat - Black Panther,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-black-panther,No
Marvel Dice Thone Premium Playmat - Black Widow,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-black-widow,No
Marvel Dice Thone Premium Playmat - Captain Marvel,,$44.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-captain-marvel,No
Marvel Dice Thone Premium Playmat - Cover Art,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-cover-art,No
Marvel Dice Thone Premium Playmat - Doctor Strange,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-doctor-strange,No
Marvel Dice Thone Premium Playmat - Ensemble,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-ensemble,No
Marvel Dice Thone Premium Playmat - Loki,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-loki,No
Marvel Dice Thone Premium Playmat - Scarlet Witch,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-scarlet-witch,No
Marvel Dice Thone Premium Playmat - Spider-Man Miles Morales,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-spider-man-miles-morales,No
Marvel Dice Thone Premium Playmat - Thor,,$39.99,https://gamersguildaz.com/products/marvel-dice-thone-premium-playmat-thor,No
Marvel Legendary: Ant-Man And The Wasp Deluxe Expansion,$39.99,$33.99,https://gamersguildaz.com/products/marvel-legendary-ant-man-and-the-wasp-deluxe-expansion,No
Masters of Renaissance,$49.99,$42.96,https://gamersguildaz.com/products/masters-of-renaissance-cranio-creations,No
Maui,$34.99,$27.99,https://gamersguildaz.com/products/maui,No
Meadow: Downstream,$30.00,$25.50,https://gamersguildaz.com/products/meadow-downstream,No
Memoir '44: Equipment Pack Expansion,$59.99,$53.92,https://gamersguildaz.com/products/memoir-44-equipment-pack-expansion-days-of-wonder,No
Memoir '44: Pacific Theater,$39.99,$35.92,https://gamersguildaz.com/products/memoir-44-pacific-theatre-expansion-days-of-wonder,No
Memoir '44: Terrain Pack,,$51.81,https://gamersguildaz.com/products/memoir-44-terrain-pack-expansion-days-of-wonder,No
Merchants Cove - The Secret Stash,$24.00,$20.40,https://gamersguildaz.com/products/merchants-cove-the-secret-stash,No
Mice & Mystics: Downwood Tales,$79.99,$53.02,https://gamersguildaz.com/products/mice-mystics-downwood-tales-zman-games,No
Mille Fiori,$39.99,$33.99,https://gamersguildaz.com/products/mille-fiori,No
Mind MGMT: The Psychic Espionage Game (Pre-Order),$60.00,$51.00,https://gamersguildaz.com/products/mind-mgmt-the-psychic-espionage-game-pre-order,No
Mint Cooperative,$14.99,$10.43,https://gamersguildaz.com/products/mint-cooperative,No
Mists Over Carcassonne,$39.99,$31.99,https://gamersguildaz.com/products/copy-of-kingyo-pre-order,No
MLEM: Space Agency,$29.99,$23.99,https://gamersguildaz.com/products/mlem-space-agency,No
Monopoly: Dragon Ball Super,$39.99,$33.99,https://gamersguildaz.com/products/monopoly-dragon-ball-super,No
Monopoly: Hello Kitty,$39.99,$33.99,https://gamersguildaz.com/products/monopoly-hello-kitty,No
Monster Hunter World: Ancient Forest Core Game,$119.99,$101.99,https://gamersguildaz.com/products/monster-hunter-world-ancient-forest-core-game,No
Monster Hunter World: Hunter's Arsenal Expansion,$54.99,$46.74,https://gamersguildaz.com/products/monster-hunter-world-hunters-arsenal-expansion-pre-order,No
Mouse Cheese Cat Cucumber,$14.99,$9.62,https://gamersguildaz.com/products/mouse-cheese-cat-cucumber,No
MTG Game Night: Free-For-All,,$39.92,https://gamersguildaz.com/products/mtg-game-night-free-for-all,No
Munchkin Dungeon,,$55.96,https://gamersguildaz.com/products/munchkin-dungeon-cmon,No
Munchkin: Bosses,$10.95,$9.31,https://gamersguildaz.com/products/munchkin-bosses,No
Munchkin: Clowns,$6.95,$5.91,https://gamersguildaz.com/products/munchkin-clowns,No
Munchkin: Critical Role,$29.99,$21.78,https://gamersguildaz.com/products/munchkin-critical-role-board-games,No
Munchkin: Enhancers,$10.95,$9.31,https://gamersguildaz.com/products/munchkin-enhancers,No
Munchkin: Love Shark Baby,$4.95,$4.21,https://gamersguildaz.com/products/munchkin-love-shark-baby,No
Munchkin: Pathfinder Deluxe,$34.95,$29.71,https://gamersguildaz.com/products/munchkin-pathfinder-deluxe,No
Munchkin: Spongebob Squarepants,$30.00,$25.50,https://gamersguildaz.com/products/munchkin-spongebob-squarepants,No
Munchkin: Warhammer 40k,$34.95,$24.44,https://gamersguildaz.com/products/munchkin-warhammer-40k-board-games,No
Mystic Vale: Conclave Collector Box,$49.99,$34.37,https://gamersguildaz.com/products/mystic-vale-conclave-collector-box-board-games,No
Mystic Vale: Essential Edition,$89.99,$71.99,https://gamersguildaz.com/products/mystic-vale-essential-edition,No
Mystic Vale: Harmony,$39.99,$31.99,https://gamersguildaz.com/products/mystic-vale-harmony-board-games,No
Mystic Vale: Havens Event Kit,$89.99,$81.99,https://gamersguildaz.com/products/mystic-vale-havens-event-kit-board-game,No
Mystic Vale: Nemesis,$39.99,$35.93,https://gamersguildaz.com/products/mystic-vale-nemesis-board-games,No
Mystic Vale: Twilight Garden,$39.99,$28.16,https://gamersguildaz.com/products/mystic-vale-twilight-garden-board-games,No
Nemesis,$149.99,$119.99,https://gamersguildaz.com/products/nemesis,No
Nemesis: Terrain Expansion,$59.99,$47.96,https://gamersguildaz.com/products/nemesis-kings-expansion-1,No
Neuroshima Hex! 3.0: Iron Gang,$10.00,$8.59,https://gamersguildaz.com/products/neuroshima-hex-30-iron-gang-board-games,No
Neuroshima Hex! 3.0: Neojungle,$10.00,$9.97,https://gamersguildaz.com/products/neuroshima-hex-30-neojungle-board-games,No
Neuroshima Hex! 3.0: Smart (Second Edition),,$33.96,https://gamersguildaz.com/products/neuroshima-hex-30-smart-2nd-edition-board-games,No
Newton,$59.99,$47.99,https://gamersguildaz.com/products/newton-cranio-creations,No
No Thanks!,$12.99,$9.52,https://gamersguildaz.com/products/no-thanks,No
Northgard: Warchiefs,,$27.99,https://gamersguildaz.com/products/northgard-warchiefs,No
Not Enough Mana,$30.00,$25.50,https://gamersguildaz.com/products/not-enough-mana,No
Oceanos,,$26.84,https://gamersguildaz.com/products/oceanos-board-games,No
Oceans,$54.99,$49.96,https://gamersguildaz.com/products/oceans,No
Oltree,,$69.99,https://gamersguildaz.com/products/oltree,No
Oltree: Undead & Alive,,$19.99,https://gamersguildaz.com/products/oltree-undead-alive,No
On Mars: Alien Invasion,$64.99,$58.49,https://gamersguildaz.com/products/on-mars-alien-invasion,No
On Porpoise,,$20.95,https://gamersguildaz.com/products/on-porpoise,No
One Deck Dungeon: Abyssal Depths,$8.00,$5.86,https://gamersguildaz.com/products/one-deck-dungeon-abyssal-depths,No
One Deck Dungeon: Forest of Shadows,$20.00,$15.96,https://gamersguildaz.com/products/one-deck-dungeon-forest-of-shadows,No
One Night Ultimate Werewolf Daybreak,$24.99,$15.84,https://gamersguildaz.com/products/one-night-ultimate-werewolf-daybreak-board-games,No
One Piece TCG: Ultra Deck: The Three Captains [ST-10] (English),$29.99,$24.96,https://gamersguildaz.com/products/one-piece-tcg-ultra-deck-the-three-captains-st-10-english,No
One Two Many Rabbits (Pre-Order),$25.00,$21.21,https://gamersguildaz.com/products/copy-of-too-many-bones,No
Onitama,,$26.96,https://gamersguildaz.com/products/onitama-board-games,No
Orcs Must Die!: Minion Pack,$29.99,$25.49,https://gamersguildaz.com/products/orcs-must-die-minion-pack,No
Orcs Must Die!: Unchained Box,$99.99,$84.99,https://gamersguildaz.com/products/orcs-must-die-unchained-box,No
Orcs Must Die!: Unchained Hero Pack,$29.99,$25.49,https://gamersguildaz.com/products/orcs-must-die-unchained-hero-pack,No
Orleans: Trade & Intrigue,$24.95,$19.96,https://gamersguildaz.com/products/orleans-trade-intrigue-expansion,No
Orlog,$39.99,$35.96,https://gamersguildaz.com/products/orlog,No
Over Under Ostrich,$10.00,$7.94,https://gamersguildaz.com/products/over-under-ostrich,No
Paladin Board Game Sleeves: Bors (Tarot),$3.29,$2.80,https://gamersguildaz.com/products/paladin-board-game-sleeves-bors-tarot,No
Paladin Board Game Sleeves: Galahad (Mini American),$2.29,$1.95,https://gamersguildaz.com/products/paladin-board-game-sleeves-galahad-mini-american,No
Paladin Board Game Sleeves: Gawain (Standard American),$2.49,$2.12,https://gamersguildaz.com/products/paladin-board-game-sleeves-gawain-standard-american,No
Paladin Board Game Sleeves: Percival (BG/CCG),$2.49,$2.12,https://gamersguildaz.com/products/paladin-board-game-sleeves-percival-bg-ccg,No
Paladin Board Game Sleeves: Tristan (Standard European),$2.49,$2.12,https://gamersguildaz.com/products/paladin-board-game-sleeves-tristan-standard-european,No
Paladins of the West Kingdom Collector's Box,$30.00,$26.92,https://gamersguildaz.com/products/paladins-of-the-west-kingdom-collectors-box,No
Pan's Island,$49.99,$42.49,https://gamersguildaz.com/products/pans-island,No
Pandemic: Contagion,$29.99,$19.39,https://gamersguildaz.com/products/pandemic-contagion-zman-games,No
Pandemic: Hot Zone - North America,$19.99,$12.92,https://gamersguildaz.com/products/pandemic-hot-zone-north-america-zman-games,No
Pandemic: State Of Emergency,$44.99,$31.96,https://gamersguildaz.com/products/pandemic-state-of-emergency-zman-games,No
Papageno,$12.99,$10.96,https://gamersguildaz.com/products/papageno-helvetiq,No
Paper Dungeons: Side Quest,$24.99,$21.24,https://gamersguildaz.com/products/paper-dungeons-side-quest,No
Parade,$19.99,$15.96,https://gamersguildaz.com/products/parade-zman-games,No
Paris,$55.00,$46.75,https://gamersguildaz.com/products/paris,No
PARKS,$49.00,$48.42,https://gamersguildaz.com/products/parks,No
PARKS Memories: Plains Walker,,$24.97,https://gamersguildaz.com/products/parks-memories-plains-walker-set,No
Pastiche (International Edition),,$39.96,https://gamersguildaz.com/products/pastiche-international,No
Patchwork Valentine's Day,$36.99,$34.12,https://gamersguildaz.com/products/patchwork-valentines-day,No
Photophantom,$14.99,$11.99,https://gamersguildaz.com/products/photophantom,No
Photosynthesis: Under the Moonlight,$19.99,$19.36,https://gamersguildaz.com/products/photosynthesis-under-the-moonlight-board-games,No
Pioneer Rails,$25.00,$21.25,https://gamersguildaz.com/products/pioneer-rails,No
Pipeline,$69.95,$62.84,https://gamersguildaz.com/products/pipeline-board-games,No
Pipeline: Emerging Markets,$29.95,$23.96,https://gamersguildaz.com/products/pipeline-emerging-markets-expansion,No
Pitchstorm: Superhero,$12.00,$10.20,https://gamersguildaz.com/products/pitchstorm-superhero,No
Pixel Tactics Deluxe,$49.99,$39.99,https://gamersguildaz.com/products/pixel-tactics-deluxe,No
Plakks (Football/Soccer),$44.99,$38.24,https://gamersguildaz.com/products/plakks-football,No
Plakks: Pitch & Plakks (Mini Golf),$44.99,$38.24,https://gamersguildaz.com/products/pitch,No
Planet Apocalypse,$99.99,$84.99,https://gamersguildaz.com/products/planet-apocalypse,No
Planet Apocalypse For Dungeons & Dragons 5E,$59.99,$50.99,https://gamersguildaz.com/products/planet-apocalypse-for-dungeons-dragons-5e,No
Planet Apocalypse For Dungeons & Dragons 5E (Deluxe Edition),$79.99,$67.99,https://gamersguildaz.com/products/planet-apocalypse-for-dungeons-dragons-5e-deluxe-edition,No
Planet Apocalypse: 3Mm Upgrade,$11.99,$10.19,https://gamersguildaz.com/products/planet-apocalypse-3mm-upgrade,No
Planet Apocalypse: Alternate Dice Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-alternate-dice-pack,No
Planet Apocalypse: Argus Blister Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-argus-blister-pack,No
Planet Apocalypse: Baphomet,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-baphomet,No
Planet Apocalypse: Cendiary Blister Pack,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-cendiary-blister-pack,No
Planet Apocalypse: Chthon Blister Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-chthon-blister-pack,No
Planet Apocalypse: Demon Gate,$29.99,$25.49,https://gamersguildaz.com/products/planet-apocalypse-demon-gate,No
Planet Apocalypse: Dragon Pack,$79.99,$67.99,https://gamersguildaz.com/products/planet-apocalypse-dragon-pack,No
Planet Apocalypse: Dragon Pack 3Mm Upgrade,$6.99,$5.94,https://gamersguildaz.com/products/planet-apocalypse-dragon-pack-3mm-upgrade,No
Planet Apocalypse: Fiend Blister Pack,$5.99,$5.09,https://gamersguildaz.com/products/planet-apocalypse-fiend-blister-pack,No
Planet Apocalypse: Geryon Blister Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-geryon-blister-pack,No
Planet Apocalypse: Great Cthulhu,$29.99,$25.49,https://gamersguildaz.com/products/planet-apocalypse-great-cthulhu,No
Planet Apocalypse: Gryllus Blister Pack,$4.99,$4.24,https://gamersguildaz.com/products/planet-apocalypse-gryllus-blister-pack,No
Planet Apocalypse: Lady Scylla,$24.99,$21.24,https://gamersguildaz.com/products/planet-apocalypse-lady-scylla,No
Planet Apocalypse: Larva Blister Pack,$5.99,$5.09,https://gamersguildaz.com/products/planet-apocalypse-larva-blister-pack,No
Planet Apocalypse: Lord Asmod,$24.99,$21.24,https://gamersguildaz.com/products/planet-apocalypse-asmod,No
Planet Apocalypse: Lord Pulgasaur,$24.99,$21.24,https://gamersguildaz.com/products/planet-apocalypse-lord-pulgasaur,No
Planet Apocalypse: Pack Of The Pit,$79.99,$67.99,https://gamersguildaz.com/products/planet-apocalypse-pack-of-the-pit,No
Planet Apocalypse: Philtre Blister Pack,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-philtre-blister-pack,No
Planet Apocalypse: Power Pack 3Mm Upgrade,$6.99,$5.94,https://gamersguildaz.com/products/planet-apocalypse-power-pack-3mm-upgrade,No
Planet Apocalypse: Relic Pack,$49.99,$42.49,https://gamersguildaz.com/products/planet-apocalypse-relic-pack-1,No
Planet Apocalypse: Stheno Blister Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-stheno-blister-pack,No
Planet Apocalypse: Stroma Blister Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-stroma-blister-pack,No
Planet Apocalypse: Tarasque Blister Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-tarasque-blister-pack,No
Planet Apocalypse: The Void Pack,$79.99,$67.99,https://gamersguildaz.com/products/planet-apocalypse-void-pack,No
